RecordId,ClosedYear,MonthOccurrence,County,NCIC,TotalNumberOfVictims,TotalNumberOfIndividualVictims,SuspectsRaceAsAGroup,TotalNumberOfSuspects,MostSeriousUcr,MostSeriousUcrType,MostSeriousLocation,MostSeriousBias,MostSeriousBiasType,MostSeriousVictimType,WeaponType,Offensive_Act,IsMultipleBias,TotalNumberOfIndividualVictimsAdult,TotalNumberOfIndividualVictimsJuvenile,TotalNumberOfSuspectsAdult,TotalNumberOfSuspectsJuvenile,SuspectsEthnicityAsAGroup
CA00-0000025982,2012,2,33,3331,1,1,Black or African American,1,Simple Assault,Violent Crimes,Parking Lot/Garage,Anti-Gay (Male),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,,,,,
CA00-0000025983,2012,1,33,3338,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Church/Synagogue/Temple,Anti-Catholic,Religion,Religious,,Other,,,,,,
CA00-0000025984,2012,1,33,3338,1,1,White,1,Intimidation,Violent Crimes,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,,Rock throwing,,,,,,
CA00-0000025985,2012,1,36,3607,1,1,Unknown,0,Intimidation,Violent Crimes,Parking Lot/Garage,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry,Person,,Daubing of swastika,,,,,,
CA00-0000025986,2012,1,38,3805,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Air/Bus/Train Terminal,Anti-Black or African American,Race/Ethnicity/Ancestry,Government,,Graffiti,,,,,,
CA00-0000025987,2012,1,38,3805,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Air/Bus/Train Terminal,Anti-Black or African American,Race/Ethnicity/Ancestry,Government,,Graffiti,,,,,,
CA00-0000025988,2012,1,41,4116,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-White,Race/Ethnicity/Ancestry,Person,,Damage to vehicle,,,,,,
CA00-0000025989,2012,1,43,4313,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-Jewish,Religion,Person,,Graffiti,,,,,,
CA00-0000025990,2012,1,43,4313,1,1,Unknown,0,Intimidation,Violent Crimes,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,,Threatening letters/flyers/email,,,,,,
CA00-0000025991,2012,1,43,4313,1,1,Group of Multiple Races,4,Intimidation,Violent Crimes,Rental Storage Facility,Anti-Jewish,Religion,Person,,Threatening letters/flyers/email,,,,,,
CA00-0000025992,2012,1,43,4313,1,1,Hispanic,1,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Arab,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,,,,,
CA00-0000025994,2012,1,43,4313,1,1,Hispanic,1,Simple Assault,Violent Crimes,Bar/Night Club,Anti-Gay (Male),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,,,,,
CA00-0000025995,2012,1,44,4403,2,2,Hispanic,1,Simple Assault,Violent Crimes,Other/Unknown,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,,,,,
CA00-0000025996,2012,1,44,4403,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Rental Storage Facility,Anti-Arab,Race/Ethnicity/Ancestry,Business,,Graffiti,,,,,,
CA00-0000025997,2012,2,48,4807,1,1,White,1,Aggravated Assault,Violent Crimes,Specialty Store (TV/Fur/etc.),Anti-Asian,Race/Ethnicity/Ancestry,Person,"Other (bottle, rocks, spitting)",Verbal slurs,,,,,,
CA00-0000025998,2012,1,49,4905,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Highway/Road/Alley/Street,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry,Government,,Graffiti,,,,,,
CA00-0000025999,2012,1,50,5002,1,1,White,1,Aggravated Assault,Violent Crimes,Parking Lot/Garage,Anti-Gay (Male),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Other,,,,,,
CA00-0000026000,2012,1,50,5002,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Parking Lot/Garage,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,,Damage to vehicle,,,,,,
CA00-0000026001,2012,2,43,4304,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Church/Synagogue/Temple,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry,Religious,,Graffiti,,,,,,
CA00-0000026002,2012,2,33,3311,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Park/Playground,Anti-Jewish,Religion,Business,,Daubing of swastika,,,,,,
CA00-0000026003,2012,2,33,3311,1,1,White,1,Intimidation,Violent Crimes,Residence/Home/Driveway,Anti-Jewish,Religion,Person,,Verbal slurs,,,,,,
CA00-0000026004,2012,3,19,1942,3,3,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-Jewish,Religion,Person,,Graffiti,,,,,,
CA00-0000026005,2012,2,43,4316,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,School-Elementary/Secondary,Anti-Multiple Races (Group),Race/Ethnicity/Ancestry,Business,,Graffiti,,,,,,
CA00-0000026006,2012,2,33,3313,1,1,White,1,Simple Assault,Violent Crimes,Service/Gas Station,Anti-Arab,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,,,,,
CA00-0000026007,2012,2,1,107,1,1,Black or African American,3,Simple Assault,Violent Crimes,School-Elementary/Secondary,Anti-White,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Other,,,,,,
CA00-0000026008,2012,2,30,3026,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Church/Synagogue/Temple,Anti-Jewish,Religion,Person,Poison,Damage to vehicle,,,,,,
CA00-0000026011,2012,2,37,3797,3,3,White,3,Simple Assault,Violent Crimes,School-College/University,Anti-Jewish,Religion,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,,,,,
CA00-0000026012,2012,3,38,3801,1,1,Black or African American,1,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-White,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,,,,,
CA00-0000026013,2012,3,19,1942,3,3,Hispanic,1,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,Shotgun,Other,,,,,,
CA00-0000026015,2012,3,44,4400,1,1,Hispanic,1,Aggravated Assault,Violent Crimes,School-Elementary/Secondary,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry,Person,Knife or other cutting or stabbing instrument,Other,,,,,,
CA00-0000026016,2012,3,56,5600,2,2,White,1,Intimidation,Violent Crimes,Residence/Home/Driveway,Anti-Lesbian,Sexual Orientation,Person,"Blunt object (blugeon, club, etc.)",Verbal slurs,,,,,,
CA00-0000026017,2012,3,37,3700,1,1,Hispanic,2,Simple Assault,Violent Crimes,Jail/Prison,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Other (bottle, rocks, spitting)",Verbal slurs,,,,,,
CA00-0000026018,2012,2,37,3700,1,1,White,1,Simple Assault,Violent Crimes,Jail/Prison,Anti-Multiple Races (Group),Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Other,,,,,,
CA00-0000026019,2012,1,33,3308,3,3,Group of Multiple Races,2,Aggravated Assault,Violent Crimes,Residence/Home/Driveway,Anti-Multiple Races (Group),Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,,,,,
CA00-0000026022,2012,2,10,1012,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Grocery/Supermarket,Anti-Arab,Race/Ethnicity/Ancestry,Person,,Graffiti,,,,,,
CA00-0000026023,2012,3,37,3708,1,1,Hispanic,1,Aggravated Assault,Violent Crimes,Residence/Home/Driveway,Anti-Gay (Male),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Other,,,,,,
CA00-0000026024,2012,3,39,3902,1,0,White,1,Destruction/Damage/Vandalism,Property Crimes,Restaurant,Anti-Multiple Races (Group),Race/Ethnicity/Ancestry,Business,,Graffiti,,,,,,
CA00-0000026026,2012,4,38,3801,1,1,Hispanic,1,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Transgender,Gender Nonconforming,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,,,,,
CA00-0000026027,2012,4,38,3801,1,1,White,1,Aggravated Assault,Violent Crimes,Restaurant,Anti-Transgender,Gender Nonconforming,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,,,,,
CA00-0000026028,2012,3,19,1956,1,1,White,1,Simple Assault,Violent Crimes,School-Elementary/Secondary,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,,,,,
CA00-0000026029,2012,3,19,1942,1,1,Black or African American,1,Intimidation,Violent Crimes,Church/Synagogue/Temple,Anti-Jewish,Religion,Person,,Verbal slurs,,,,,,
CA00-0000026030,2012,3,39,3915,2,2,Black or African American,5,Robbery,Violent Crimes,School-Elementary/Secondary,Anti-Gay (Male),Sexual Orientation,Person,Handgun,Other,,,,,,
CA00-0000026031,2012,3,19,1942,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Church/Synagogue/Temple,Anti-Jewish,Religion,Religious,,Daubing of swastika,,,,,,
CA00-0000026032,2012,3,19,1916,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry,Government,,Graffiti,,,,,,
CA00-0000026033,2012,3,37,3710,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Parking Lot/Garage,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry,Person,,Graffiti,,,,,,
CA00-0000026034,2012,2,37,3710,5,5,Hispanic,5,Aggravated Assault,Violent Crimes,Park/Playground,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Blunt object (blugeon, club, etc.)",Verbal slurs,,,,,,
CA00-0000026035,2012,3,30,3042,1,1,Unknown,0,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry,Person,Unknown,Bombing,,,,,,
CA00-0000026037,2012,3,7,710,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,School-College/University,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry,Government,,Graffiti,,,,,,
CA00-0000026038,2012,3,7,710,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,School-College/University,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry,Government,,Graffiti,,,,,,
CA00-0000026039,2012,3,7,710,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,School-College/University,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry,Government,,Graffiti,,,,,,
CA00-0000026040,2012,2,27,2700,1,1,Hispanic,1,Simple Assault,Violent Crimes,Jail/Prison,Anti-White,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Other,,,,,,
CA00-0000026041,2012,3,19,1984,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,School-College/University,Anti-Black or African American,Race/Ethnicity/Ancestry,Government,,Graffiti,,,,,,
CA00-0000026042,2012,3,19,1965,1,1,White,2,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry,Person,"Blunt object (blugeon, club, etc.)",Verbal slurs,,,,,,
CA00-0000026044,2012,3,30,3027,2,2,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,School-College/University,Anti-Lesbian/Gay/Bisexual or Transgender (Mixed Group),Sexual Orientation,Person,,Graffiti,,,,,,
CA00-0000026045,2012,3,34,3404,1,0,White,1,Arson,Property Crimes,Church/Synagogue/Temple,Anti-Catholic,Religion,Religious,"Arson, fire",Disturbing public assembly/meeting,,,,,,
CA00-0000026046,2012,3,34,3404,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-Jewish,Religion,Person,Unknown,Daubing of swastika,,,,,,
CA00-0000026047,2012,4,38,3801,2,2,White,3,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Lesbian/Gay/Bisexual or Transgender (Mixed Group),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Other,,,,,,
CA00-0000026048,2012,2,19,1997,3,3,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-Multiple Races (Group),Race/Ethnicity/Ancestry,Person,,Graffiti,,,,,,
CA00-0000026049,2012,3,33,3315,2,2,White,2,Destruction/Damage/Vandalism,Property Crimes,Department/Discount Store,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,,Damage to vehicle,,,,,,
CA00-0000026050,2012,3,30,3009,1,1,Hispanic,1,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Lesbian/Gay/Bisexual or Transgender (Mixed Group),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Other,,,,,,
CA00-0000026051,2012,3,17,1700,4,4,White,1,Intimidation,Violent Crimes,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,,Verbal slurs,,,,,,
CA00-0000026052,2012,3,9,900,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Church/Synagogue/Temple,Anti-Other Religion,Religion,Religious,,Graffiti,,,,,,
CA00-0000026053,2012,3,10,1001,1,0,Hispanic,1,Destruction/Damage/Vandalism,Property Crimes,Church/Synagogue/Temple,Anti-Protestant,Religion,Religious,,Graffiti,,,,,,
CA00-0000026054,2012,3,19,1922,2,2,Hispanic,4,Simple Assault,Violent Crimes,Park/Playground,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Other,,,,,,
CA00-0000026055,2012,3,19,1922,1,1,Hispanic,1,Intimidation,Violent Crimes,Convenience Store,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,,,,,
CA00-0000026056,2012,3,44,4402,1,1,Black or African American,2,Intimidation,Violent Crimes,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,,,,,
CA00-0000026057,2012,3,44,4402,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Church/Synagogue/Temple,Anti-Jewish,Religion,Religious,,Graffiti,,,,,,
CA00-0000026058,2012,3,37,3711,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,School-Elementary/Secondary,Anti-Multiple Races (Group),Race/Ethnicity/Ancestry,Government,,Daubing of swastika,,,,,,
CA00-0000026059,2012,3,37,3711,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Church/Synagogue/Temple,Anti-Multiple Religions (Group),Religion,Religious,,Graffiti,,,,,,
CA00-0000026060,2012,3,37,3706,1,1,Hispanic,3,Robbery,Violent Crimes,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,,,,,
CA00-0000026061,2012,3,37,3706,1,1,Black or African American,1,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry,Person,"Other (bottle, rocks, spitting)",Verbal slurs,,,,,,
CA00-0000026062,2012,4,19,1956,1,1,Hispanic,1,Simple Assault,Violent Crimes,Department/Discount Store,Anti-Gay (Male),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,,,,,
CA00-0000026063,2012,3,19,1928,1,1,Hispanic,3,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,,,,,
CA00-0000026064,2012,3,39,3906,2,2,Group of Multiple Races,3,Simple Assault,Violent Crimes,Bar/Night Club,Anti-Gay (Male),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Other,,,,,,
CA00-0000026065,2012,3,40,4006,1,1,White,1,Intimidation,Violent Crimes,Liquor Store,Anti-Arab,Race/Ethnicity/Ancestry,Person,,Verbal slurs,,,,,,
CA00-0000026066,2012,3,33,3338,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,School-Elementary/Secondary,Anti-Black or African American,Race/Ethnicity/Ancestry,Government,,Daubing of swastika,,,,,,
CA00-0000026067,2012,3,33,3313,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Commercial/Office Building,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,,Hanging in Effigy,,,,,,
CA00-0000026068,2012,3,33,3313,1,1,Unknown,0,Motor Vehicle Theft,Property Crimes,Parking Lot/Garage,Anti-Lesbian,Sexual Orientation,Person,Unknown,Damage to vehicle,,,,,,
CA00-0000026069,2012,3,33,3313,1,1,White,1,Intimidation,Violent Crimes,Highway/Road/Alley/Street,Anti-Islamic (Muslim),Religion,Person,"Personal weapons (hands, feet, teeth, etc.)",Other,,,,,,
CA00-0000026070,2012,3,19,1900,1,1,Hispanic,1,Simple Assault,Violent Crimes,Jail/Prison,Anti-Lesbian/Gay/Bisexual or Transgender (Mixed Group),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,,,,,
CA00-0000026071,2012,3,19,1950,1,1,Black or African American,5,Robbery,Violent Crimes,Highway/Road/Alley/Street,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry,Person,"Other (bottle, rocks, spitting)",Verbal slurs,,,,,,
CA00-0000026072,2012,3,19,1952,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry,Business,,Graffiti,,,,,,
CA00-0000026073,2012,3,19,1942,1,1,White,4,Intimidation,Violent Crimes,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,Handgun,Damage to vehicle,,,,,,
CA00-0000026074,2012,3,19,1917,1,1,Hispanic,2,Robbery,Violent Crimes,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation,Person,,Verbal slurs,,,,,,
CA00-0000026075,2012,3,19,1960,1,1,Hispanic,2,Aggravated Assault,Violent Crimes,Park/Playground,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,Handgun,Verbal slurs,,,,,,
CA00-0000026076,2012,3,19,1900,1,1,Black or African American,6,Aggravated Assault,Violent Crimes,Jail/Prison,Anti-Gay (Male),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,,,,,
CA00-0000026077,2012,3,19,1935,1,1,Unknown,0,Larceny-Theft,Property Crimes,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,,Damage to vehicle,,,,,,
CA00-0000026079,2012,3,19,191H,1,1,Unknown,1,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation,Person,"Other (bottle, rocks, spitting)",Verbal slurs,,,,,,
CA00-0000026080,2012,3,19,1927,1,1,Hispanic,1,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Other (bottle, rocks, spitting)",Verbal slurs,,,,,,
CA00-0000026081,2012,3,19,1900,1,1,Unknown,0,Intimidation,Violent Crimes,Residence/Home/Driveway,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry,Person,,Graffiti,,,,,,
CA00-0000026082,2012,3,33,3311,1,1,White,1,Intimidation,Violent Crimes,Residence/Home/Driveway,Anti-Lesbian/Gay/Bisexual or Transgender (Mixed Group),Sexual Orientation,Person,,Verbal slurs,,,,,,
CA00-0000026083,2012,3,34,3400,1,1,White,4,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,,,,,
CA00-0000026084,2012,3,55,5500,1,1,Black or African American,1,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-White,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Other,,,,,,
CA00-0000026085,2012,3,43,4313,1,1,Unknown,0,Intimidation,Violent Crimes,Residence/Home/Driveway,Anti-Jewish,Religion,Person,,Threatening letters/flyers/email,,,,,,
CA00-0000026086,2012,3,33,3397,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,School-College/University,Anti-Jewish,Religion,Government,,Graffiti,,,,,,
CA00-0000026087,2012,2,57,5701,1,1,Unknown,1,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation,Person,Knife or other cutting or stabbing instrument,Verbal slurs,,,,,,
CA00-0000026088,2012,2,1,106,1,1,Hispanic,1,Aggravated Assault,Violent Crimes,Bar/Night Club,Anti-Lesbian/Gay/Bisexual or Transgender (Mixed Group),Sexual Orientation,Person,"Blunt object (blugeon, club, etc.)",Verbal slurs,,,,,,
CA00-0000026089,2012,4,19,1942,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Specialty Store (TV/Fur/etc.),Anti-Islamic (Muslim),Religion,Person,,Graffiti,,,,,,
CA00-0000026090,2012,3,45,4502,1,1,White,1,Aggravated Assault,Violent Crimes,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,Knife or other cutting or stabbing instrument,Verbal slurs,,,,,,
CA00-0000026091,2012,3,21,2106,1,1,Group of Multiple Races,3,Intimidation,Violent Crimes,School-Elementary/Secondary,Anti-Transgender,Gender Nonconforming,Person,,Verbal slurs,,,,,,
CA00-0000026092,2012,4,19,1942,1,1,Black or African American,1,Intimidation,Violent Crimes,Residence/Home/Driveway,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry,Person,"Other (bottle, rocks, spitting)",Rock throwing,,,,,,
CA00-0000026093,2012,4,19,1942,2,2,Black or African American,1,Intimidation,Violent Crimes,Highway/Road/Alley/Street,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry,Person,Unknown,Verbal slurs,,,,,,
CA00-0000026094,2012,3,10,1004,1,1,Hispanic,1,Intimidation,Violent Crimes,School-College/University,Anti-Multiple Races (Group),Race/Ethnicity/Ancestry,Person,,Threatening letters/flyers/email,,,,,,
CA00-0000026095,2012,1,19,1962,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,,Graffiti,,,,,,
CA00-0000026096,2012,1,15,1508,1,1,White,1,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,,,,,
